Dataset,Combination,Classifier,Accuracy,Precision,Recall,F1-Score,Embedding_Dim
dataset_sem_stopwords_lemmatizado,titulo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_stopwords_lemmatizado,titulo,RandomForest,0.8248635027299454,0.8287308891773361,0.8248635027299454,0.8243519216357463,300
dataset_sem_stopwords_lemmatizado,titulo,LogisticRegression,0.8114237715245695,0.8217354965154456,0.8114237715245695,0.809909721093543,300
dataset_sem_stopwords_lemmatizado,texto,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_stopwords_lemmatizado,texto,RandomForest,0.8488030239395212,0.8492778007169577,0.8488030239395212,0.8487501983125028,300
dataset_sem_stopwords_lemmatizado,texto,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_stopwords_lemmatizado,subtitulo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_stopwords_lemmatizado,subtitulo,RandomForest,0.8017639647207055,0.8045644500066916,0.8017639647207055,0.8013124973177271,300
dataset_sem_stopwords_lemmatizado,subtitulo,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,RandomForest,0.8525829483410332,0.8574627577906518,0.8525829483410332,0.8520824712916336,300
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_stopwords_lemmatizado,completo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_stopwords_lemmatizado,completo,RandomForest,0.8450230995380092,0.8450635350968861,0.8450230995380092,0.8450181240626122,300
dataset_sem_stopwords_lemmatizado,completo,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_caracteres_especiais_lemmatizado,titulo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_caracteres_especiais_lemmatizado,titulo,RandomForest,0.8668626627467451,0.871365005633771,0.8668626627467451,0.8664615261301905,300
dataset_sem_caracteres_especiais_lemmatizado,titulo,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_caracteres_especiais_lemmatizado,texto,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_caracteres_especiais_lemmatizado,texto,RandomForest,0.8387232255354893,0.8389977981952965,0.8387232255354893,0.8386893649976122,300
dataset_sem_caracteres_especiais_lemmatizado,texto,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,RandomForest,0.8051238975220496,0.8084787761820093,0.8051238975220496,0.8045982106644242,300
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,LogisticRegression,0.7887442251154977,0.7915688509737092,0.7887442251154977,0.7882372744565201,300
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,RandomForest,0.8601427971440572,0.8641633510647974,0.8601427971440572,0.8597593749509127,300
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
dataset_sem_caracteres_especiais_lemmatizado,completo,SVM,0.499790004199916,0.24979004829815205,0.499790004199916,0.3331000308025204,300
dataset_sem_caracteres_especiais_lemmatizado,completo,RandomForest,0.8563628727425452,0.8565089750283784,0.8563628727425452,0.8563488856475554,300
dataset_sem_caracteres_especiais_lemmatizado,completo,LogisticRegression,0.500209995800084,0.2502100398983201,0.500209995800084,0.3335666881287234,300
